gene	Pos	Strand	is_TF	is_SM_gene	SM_cluster
AN0981	ChrVIII_A_nidulans_FGSC_A4:1890938-1893364	+	FALSE	FALSE	NA
AN0982	ChrVIII_A_nidulans_FGSC_A4:1888846-1890415	+	FALSE	FALSE	NA
AN0983	ChrVIII_A_nidulans_FGSC_A4:1886181-1887981	-	FALSE	FALSE	NA
AN0984	ChrVIII_A_nidulans_FGSC_A4:1883767-1886226	+	FALSE	FALSE	NA
AN0985	ChrVIII_A_nidulans_FGSC_A4:1881492-1883110	+	FALSE	FALSE	NA
AN0986	ChrVIII_A_nidulans_FGSC_A4:1876082-1879541	-	FALSE	FALSE	NA
AN0987	ChrVIII_A_nidulans_FGSC_A4:1874886-1875892	-	FALSE	FALSE	NA
AN0988	ChrVIII_A_nidulans_FGSC_A4:1871566-1874934	+	FALSE	FALSE	NA
AN0989	ChrVIII_A_nidulans_FGSC_A4:1867984-1870424	+	FALSE	FALSE	NA
AN0990	ChrVIII_A_nidulans_FGSC_A4:1864309-1867750	-	FALSE	FALSE	NA
AN0991	ChrVIII_A_nidulans_FGSC_A4:1862591-1864417	+	FALSE	FALSE	NA
AN0992	ChrVIII_A_nidulans_FGSC_A4:1860569-1861707	-	FALSE	FALSE	NA
AN0993	ChrVIII_A_nidulans_FGSC_A4:1857977-1860398	-	FALSE	FALSE	NA
AN0995	ChrVIII_A_nidulans_FGSC_A4:1849002-1853705	+	FALSE	FALSE	NA
AN0996	ChrVIII_A_nidulans_FGSC_A4:1847276-1848272	-	FALSE	FALSE	NA
AN0997	ChrVIII_A_nidulans_FGSC_A4:1845526-1847127	+	FALSE	FALSE	NA
AN0998	ChrVIII_A_nidulans_FGSC_A4:1843509-1844840	+	FALSE	FALSE	NA
AN0999	ChrVIII_A_nidulans_FGSC_A4:1841137-1843236	-	FALSE	FALSE	NA
AN1000	ChrVIII_A_nidulans_FGSC_A4:1840229-1841127	+	FALSE	FALSE	NA
AN10000	ChrVIII_A_nidulans_FGSC_A4:4931594-4933939	-	FALSE	FALSE	NA
AN10001	ChrVIII_A_nidulans_FGSC_A4:4924673-4930697	+	FALSE	FALSE	NA
AN10002	ChrVIII_A_nidulans_FGSC_A4:4791318-4796720	+	FALSE	FALSE	NA
AN10003	ChrVIII_A_nidulans_FGSC_A4:4759609-4762218	+	FALSE	FALSE	NA
AN10004	ChrVIII_A_nidulans_FGSC_A4:4906763-4907086	-	FALSE	FALSE	NA
AN10005	ChrVIII_A_nidulans_FGSC_A4:4833318-4834255	-	FALSE	TRUE	SM_cluster_01
AN10006	ChrVIII_A_nidulans_FGSC_A4:4774730-4775526	-	FALSE	FALSE	NA
AN10007	ChrVIII_A_nidulans_FGSC_A4:4758651-4759361	+	FALSE	FALSE	NA
AN10008	ChrVIII_A_nidulans_FGSC_A4:4796869-4800054	+	FALSE	FALSE	NA
AN10009	ChrVIII_A_nidulans_FGSC_A4:4887447-4887711	+	FALSE	FALSE	NA
AN1001	ChrVIII_A_nidulans_FGSC_A4:1836242-1839301	-	FALSE	FALSE	NA
AN10010	ChrVIII_A_nidulans_FGSC_A4:4720106-4722760	+	FALSE	FALSE	NA
AN10011	ChrVIII_A_nidulans_FGSC_A4:4678252-4680018	+	FALSE	FALSE	NA
AN10012	ChrVIII_A_nidulans_FGSC_A4:4722873-4724337	+	FALSE	FALSE	NA
AN10013	ChrVIII_A_nidulans_FGSC_A4:4675797-4677949	+	FALSE	FALSE	NA
AN10014	ChrVIII_A_nidulans_FGSC_A4:4729814-4731073	-	FALSE	FALSE	NA
AN10016	ChrVIII_A_nidulans_FGSC_A4:4519064-4521367	+	FALSE	FALSE	NA
AN10017	ChrVIII_A_nidulans_FGSC_A4:4562475-4566408	+	FALSE	FALSE	NA
AN10018	ChrVIII_A_nidulans_FGSC_A4:4560916-4562221	+	FALSE	FALSE	NA
AN10019	ChrVIII_A_nidulans_FGSC_A4:4557330-4560785	+	FALSE	FALSE	NA
AN1002	ChrVIII_A_nidulans_FGSC_A4:1833031-1836354	+	FALSE	FALSE	NA
AN10020	ChrVIII_A_nidulans_FGSC_A4:4521542-4524817	+	FALSE	FALSE	NA
AN10021	ChrVIII_A_nidulans_FGSC_A4:4458465-4460546	+	FALSE	FALSE	NA
AN10022	ChrVIII_A_nidulans_FGSC_A4:4441987-4443578	-	FALSE	TRUE	SM_cluster_02
AN10023	ChrVIII_A_nidulans_FGSC_A4:4435955-4437295	-	FALSE	TRUE	SM_cluster_02
AN10024	ChrVIII_A_nidulans_FGSC_A4:4425848-4427412	+	FALSE	TRUE	SM_cluster_02
AN10025	ChrVIII_A_nidulans_FGSC_A4:4369687-4370756	-	FALSE	FALSE	NA
AN10026	ChrVIII_A_nidulans_FGSC_A4:4335851-4336983	+	FALSE	FALSE	NA
AN10028	ChrVIII_A_nidulans_FGSC_A4:4245982-4247788	+	FALSE	FALSE	NA
AN10029	ChrVIII_A_nidulans_FGSC_A4:4193811-4196944	+	FALSE	FALSE	NA
AN1003	ChrVIII_A_nidulans_FGSC_A4:1830957-1832685	-	FALSE	FALSE	NA
AN10030	ChrVIII_A_nidulans_FGSC_A4:4185385-4187330	+	FALSE	FALSE	NA
AN10031	ChrVIII_A_nidulans_FGSC_A4:4092995-4094726	+	FALSE	FALSE	NA
AN10032	ChrVIII_A_nidulans_FGSC_A4:4070433-4071584	+	FALSE	FALSE	NA
AN10033	ChrVIII_A_nidulans_FGSC_A4:4368030-4369374	-	FALSE	FALSE	NA
AN10034	ChrVIII_A_nidulans_FGSC_A4:4312259-4313259	-	FALSE	FALSE	NA
AN10035	ChrVIII_A_nidulans_FGSC_A4:4439659-4441619	-	FALSE	TRUE	SM_cluster_02
AN10036	ChrVIII_A_nidulans_FGSC_A4:4427637-4429842	+	FALSE	TRUE	SM_cluster_02
AN10037	ChrVIII_A_nidulans_FGSC_A4:4430487-4431385	+	FALSE	TRUE	SM_cluster_02
AN10038	ChrVIII_A_nidulans_FGSC_A4:4438789-4439762	+	FALSE	TRUE	SM_cluster_02
AN10039	ChrVIII_A_nidulans_FGSC_A4:4460859-4462643	+	FALSE	FALSE	NA
AN1004	ChrVIII_A_nidulans_FGSC_A4:1829706-1830955	+	FALSE	FALSE	NA
AN10040	ChrVIII_A_nidulans_FGSC_A4:4187805-4188850	+	FALSE	FALSE	NA
AN10041	ChrVIII_A_nidulans_FGSC_A4:4244394-4245590	+	FALSE	FALSE	NA
AN10042	ChrVIII_A_nidulans_FGSC_A4:4254103-4255180	+	FALSE	FALSE	NA
AN10043	ChrVIII_A_nidulans_FGSC_A4:4338032-4340285	+	FALSE	FALSE	NA
AN10044	ChrVIII_A_nidulans_FGSC_A4:4437656-4438453	-	FALSE	TRUE	SM_cluster_02
AN10045	ChrVIII_A_nidulans_FGSC_A4:4215000-4215743	-	FALSE	FALSE	NA
AN10047	ChrVIII_A_nidulans_FGSC_A4:4071593-4073355	+	FALSE	FALSE	NA
AN10048	ChrVIII_A_nidulans_FGSC_A4:4197243-4198244	+	FALSE	FALSE	NA
AN10049	ChrVIII_A_nidulans_FGSC_A4:4457666-4458357	+	FALSE	FALSE	NA
AN1005	ChrVIII_A_nidulans_FGSC_A4:1826566-1829519	-	FALSE	FALSE	NA
AN10050	ChrVIII_A_nidulans_FGSC_A4:4038222-4039128	+	FALSE	FALSE	NA
AN10051	ChrVIII_A_nidulans_FGSC_A4:4037394-4038050	+	FALSE	FALSE	NA
AN10052	ChrVIII_A_nidulans_FGSC_A4:3952277-3953576	-	FALSE	FALSE	NA
AN10053	ChrVIII_A_nidulans_FGSC_A4:3916539-3917591	+	FALSE	FALSE	NA
AN10054	ChrVIII_A_nidulans_FGSC_A4:3844559-3846027	-	FALSE	FALSE	NA
AN10055	ChrVIII_A_nidulans_FGSC_A4:3842804-3844218	-	FALSE	FALSE	NA
AN10056	ChrVIII_A_nidulans_FGSC_A4:3819308-3822507	-	FALSE	FALSE	NA
AN10057	ChrVIII_A_nidulans_FGSC_A4:3799980-3801148	-	FALSE	FALSE	NA
AN10058	ChrVIII_A_nidulans_FGSC_A4:3789749-3791482	-	FALSE	FALSE	NA
AN10059	ChrVIII_A_nidulans_FGSC_A4:3754967-3758388	-	FALSE	FALSE	NA
AN1006	ChrVIII_A_nidulans_FGSC_A4:1823340-1826549	+	FALSE	FALSE	NA
AN10060	ChrVIII_A_nidulans_FGSC_A4:3822672-3827674	-	FALSE	FALSE	NA
AN10061	ChrVIII_A_nidulans_FGSC_A4:3801705-3804672	-	FALSE	FALSE	NA
AN10062	ChrVIII_A_nidulans_FGSC_A4:3747388-3749146	-	FALSE	FALSE	NA
AN10063	ChrVIII_A_nidulans_FGSC_A4:4000354-4003298	-	FALSE	FALSE	NA
AN10064	ChrVIII_A_nidulans_FGSC_A4:3953585-3955298	-	FALSE	FALSE	NA
AN10065	ChrVIII_A_nidulans_FGSC_A4:3955873-3957472	-	FALSE	FALSE	NA
AN10066	ChrVIII_A_nidulans_FGSC_A4:3846216-3847310	-	FALSE	FALSE	NA
AN10067	ChrVIII_A_nidulans_FGSC_A4:3760254-3761345	-	FALSE	FALSE	NA
AN10068	ChrVIII_A_nidulans_FGSC_A4:3791844-3794707	-	FALSE	FALSE	NA
AN10069	ChrVIII_A_nidulans_FGSC_A4:3753301-3754656	-	FALSE	FALSE	NA
AN1007	ChrVIII_A_nidulans_FGSC_A4:1818281-1822109	-	FALSE	FALSE	NA
AN10070	ChrVIII_A_nidulans_FGSC_A4:3743884-3745242	+	FALSE	FALSE	NA
AN10071	ChrVIII_A_nidulans_FGSC_A4:3918078-3920822	+	FALSE	FALSE	NA
AN10072	ChrVIII_A_nidulans_FGSC_A4:3920965-3923002	+	FALSE	FALSE	NA
AN10073	ChrVIII_A_nidulans_FGSC_A4:3841164-3842728	-	FALSE	FALSE	NA
AN10074	ChrVIII_A_nidulans_FGSC_A4:3761584-3763346	-	FALSE	FALSE	NA
AN10075	ChrVIII_A_nidulans_FGSC_A4:3744796-3747040	-	FALSE	FALSE	NA
AN10076	ChrVIII_A_nidulans_FGSC_A4:3618686-3621388	-	FALSE	FALSE	NA
AN10077	ChrVIII_A_nidulans_FGSC_A4:3590070-3593348	+	FALSE	FALSE	NA
AN10078	ChrVIII_A_nidulans_FGSC_A4:3586301-3589084	-	FALSE	FALSE	NA
AN10079	ChrVIII_A_nidulans_FGSC_A4:3571086-3574228	+	FALSE	FALSE	NA
AN1008	ChrVIII_A_nidulans_FGSC_A4:1815077-1817137	-	FALSE	FALSE	NA
AN10080	ChrVIII_A_nidulans_FGSC_A4:3501505-3503199	-	FALSE	FALSE	NA
AN10081	ChrVIII_A_nidulans_FGSC_A4:3401428-3402837	+	FALSE	FALSE	NA
AN10082	ChrVIII_A_nidulans_FGSC_A4:3388278-3390760	-	FALSE	FALSE	NA
AN10083	ChrVIII_A_nidulans_FGSC_A4:3373116-3375068	+	TRUE	FALSE	NA
AN10084	ChrVIII_A_nidulans_FGSC_A4:3349009-3351261	+	FALSE	FALSE	NA
AN10085	ChrVIII_A_nidulans_FGSC_A4:3310572-3311851	-	FALSE	FALSE	NA
AN10086	ChrVIII_A_nidulans_FGSC_A4:3183885-3185764	-	FALSE	FALSE	NA
AN10087	ChrVIII_A_nidulans_FGSC_A4:3617307-3618512	-	FALSE	FALSE	NA
AN10088	ChrVIII_A_nidulans_FGSC_A4:3593493-3595119	+	FALSE	FALSE	NA
AN10089	ChrVIII_A_nidulans_FGSC_A4:3583349-3585998	-	FALSE	FALSE	NA
AN1009	ChrVIII_A_nidulans_FGSC_A4:1814357-1814939	-	FALSE	FALSE	NA
AN10090	ChrVIII_A_nidulans_FGSC_A4:3498713-3500367	-	FALSE	FALSE	NA
AN10091	ChrVIII_A_nidulans_FGSC_A4:3492969-3493957	-	FALSE	FALSE	NA
AN10093	ChrVIII_A_nidulans_FGSC_A4:3428776-3429750	-	FALSE	FALSE	NA
AN10095	ChrVIII_A_nidulans_FGSC_A4:3391477-3391837	-	FALSE	FALSE	NA
AN10096	ChrVIII_A_nidulans_FGSC_A4:3351423-3352332	+	FALSE	FALSE	NA
AN10097	ChrVIII_A_nidulans_FGSC_A4:3375364-3376815	+	FALSE	FALSE	NA
AN10098	ChrVIII_A_nidulans_FGSC_A4:3403349-3404595	+	FALSE	FALSE	NA
AN10099	ChrVIII_A_nidulans_FGSC_A4:3186277-3187108	-	FALSE	FALSE	NA
AN1010	ChrVIII_A_nidulans_FGSC_A4:1812646-1814417	+	FALSE	FALSE	NA
AN10100	ChrVIII_A_nidulans_FGSC_A4:3067585-3068426	+	FALSE	FALSE	NA
AN10101	ChrVIII_A_nidulans_FGSC_A4:3218574-3219108	+	FALSE	FALSE	NA
AN10103	ChrVIII_A_nidulans_FGSC_A4:3568993-3570792	+	FALSE	FALSE	NA
AN10104	ChrVIII_A_nidulans_FGSC_A4:3306661-3308379	-	FALSE	FALSE	NA
AN10105	ChrVIII_A_nidulans_FGSC_A4:2915223-2919049	+	TRUE	FALSE	NA
AN10108	ChrVIII_A_nidulans_FGSC_A4:2811273-2812177	+	TRUE	FALSE	NA
AN10109	ChrVIII_A_nidulans_FGSC_A4:2748860-2749640	-	FALSE	FALSE	NA
AN1011	ChrVIII_A_nidulans_FGSC_A4:1811135-1812365	+	FALSE	FALSE	NA
AN10110	ChrVIII_A_nidulans_FGSC_A4:2820676-2821888	-	FALSE	FALSE	NA
AN10111	ChrVIII_A_nidulans_FGSC_A4:2812344-2813778	+	FALSE	FALSE	NA
AN10112	ChrVIII_A_nidulans_FGSC_A4:2893822-2899680	-	FALSE	FALSE	NA
AN10113	ChrVIII_A_nidulans_FGSC_A4:2747417-2748450	-	FALSE	FALSE	NA
AN10115	ChrVIII_A_nidulans_FGSC_A4:2668993-2671317	-	FALSE	FALSE	NA
AN10116	ChrVIII_A_nidulans_FGSC_A4:2672254-2674491	-	FALSE	FALSE	NA
AN10117	ChrVIII_A_nidulans_FGSC_A4:2695904-2696948	+	FALSE	FALSE	NA
AN10118	ChrVIII_A_nidulans_FGSC_A4:2642418-2644422	-	FALSE	FALSE	NA
AN10119	ChrVIII_A_nidulans_FGSC_A4:2526522-2528751	+	FALSE	FALSE	NA
AN1012	ChrVIII_A_nidulans_FGSC_A4:1809940-1810979	-	FALSE	FALSE	NA
AN10120	ChrVIII_A_nidulans_FGSC_A4:2511168-2513770	+	TRUE	FALSE	NA
AN10121	ChrVIII_A_nidulans_FGSC_A4:2525547-2526516	+	FALSE	FALSE	NA
AN10122	ChrVIII_A_nidulans_FGSC_A4:2513903-2515001	+	FALSE	FALSE	NA
AN10123	ChrVIII_A_nidulans_FGSC_A4:2640531-2642068	-	FALSE	FALSE	NA
AN10124	ChrVIII_A_nidulans_FGSC_A4:2403410-2405490	+	FALSE	FALSE	NA
AN10125	ChrVIII_A_nidulans_FGSC_A4:2314858-2317634	-	FALSE	FALSE	NA
AN10126	ChrVIII_A_nidulans_FGSC_A4:2313603-2314770	-	FALSE	FALSE	NA
AN10127	ChrVIII_A_nidulans_FGSC_A4:2401946-2403040	+	FALSE	FALSE	NA
AN10128	ChrVIII_A_nidulans_FGSC_A4:2195434-2199534	-	TRUE	FALSE	NA
AN10129	ChrVIII_A_nidulans_FGSC_A4:1994612-1995467	+	FALSE	FALSE	NA
AN1013	ChrVIII_A_nidulans_FGSC_A4:1808115-1809804	-	FALSE	FALSE	NA
AN10130	ChrVIII_A_nidulans_FGSC_A4:1957215-1958331	+	FALSE	FALSE	NA
AN10131	ChrVIII_A_nidulans_FGSC_A4:1945475-1947406	+	FALSE	FALSE	NA
AN10132	ChrVIII_A_nidulans_FGSC_A4:2132788-2134701	+	TRUE	FALSE	NA
AN10133	ChrVIII_A_nidulans_FGSC_A4:2192232-2194913	-	FALSE	FALSE	NA
AN10134	ChrVIII_A_nidulans_FGSC_A4:1995829-1996960	+	FALSE	FALSE	NA
AN10135	ChrVIII_A_nidulans_FGSC_A4:1997180-1998276	+	FALSE	FALSE	NA
AN10136	ChrVIII_A_nidulans_FGSC_A4:1989387-1991745	+	FALSE	FALSE	NA
AN10137	ChrVIII_A_nidulans_FGSC_A4:1955378-1957078	+	FALSE	FALSE	NA
AN10138	ChrVIII_A_nidulans_FGSC_A4:1856691-1857798	-	FALSE	FALSE	NA
AN10139	ChrVIII_A_nidulans_FGSC_A4:1693909-1695237	-	FALSE	FALSE	NA
AN1014	ChrVIII_A_nidulans_FGSC_A4:1799528-1802202	-	FALSE	FALSE	NA
AN1014-uORF	ChrVIII_A_nidulans_FGSC_A4:1802083-1802109	-	FALSE	FALSE	NA
AN10140	ChrVIII_A_nidulans_FGSC_A4:1802367-1806981	-	FALSE	FALSE	NA
AN10141	ChrVIII_A_nidulans_FGSC_A4:1854145-1856208	-	FALSE	FALSE	NA
AN10142	ChrVIII_A_nidulans_FGSC_A4:1844806-1845379	-	FALSE	FALSE	NA
AN10144	ChrVIII_A_nidulans_FGSC_A4:1695825-1696406	-	FALSE	FALSE	NA
AN10145	ChrVIII_A_nidulans_FGSC_A4:1675623-1677361	+	FALSE	FALSE	NA
AN10146	ChrVIII_A_nidulans_FGSC_A4:1564035-1565449	-	FALSE	FALSE	NA
AN10147	ChrVIII_A_nidulans_FGSC_A4:1473210-1474507	+	FALSE	FALSE	NA
AN10148	ChrVIII_A_nidulans_FGSC_A4:1403682-1405499	+	FALSE	FALSE	NA
AN10149	ChrVIII_A_nidulans_FGSC_A4:1387650-1389471	+	FALSE	FALSE	NA
AN1015	ChrVIII_A_nidulans_FGSC_A4:1796031-1799575	+	FALSE	FALSE	NA
AN10150	ChrVIII_A_nidulans_FGSC_A4:1362638-1364427	-	FALSE	FALSE	NA
AN10151	ChrVIII_A_nidulans_FGSC_A4:1275660-1277773	+	FALSE	FALSE	NA
AN10152	ChrVIII_A_nidulans_FGSC_A4:1278174-1279717	+	FALSE	FALSE	NA
AN10153	ChrVIII_A_nidulans_FGSC_A4:1280137-1284404	+	FALSE	FALSE	NA
AN10154	ChrVIII_A_nidulans_FGSC_A4:1364771-1365372	-	FALSE	FALSE	NA
AN10155	ChrVIII_A_nidulans_FGSC_A4:1389659-1391544	+	FALSE	FALSE	NA
AN10156	ChrVIII_A_nidulans_FGSC_A4:1406118-1407938	+	FALSE	FALSE	NA
AN10157	ChrVIII_A_nidulans_FGSC_A4:1547547-1548985	-	FALSE	FALSE	NA
AN10158	ChrVIII_A_nidulans_FGSC_A4:1562855-1564031	-	FALSE	FALSE	NA
AN10159	ChrVIII_A_nidulans_FGSC_A4:1629946-1630542	+	FALSE	FALSE	NA
AN1016	ChrVIII_A_nidulans_FGSC_A4:1793440-1795415	+	FALSE	FALSE	NA
AN10160	ChrVIII_A_nidulans_FGSC_A4:1674419-1675509	+	FALSE	FALSE	NA
AN10161	ChrVIII_A_nidulans_FGSC_A4:1595975-1596808	+	FALSE	FALSE	NA
AN10163	ChrVIII_A_nidulans_FGSC_A4:1579941-1580791	+	FALSE	FALSE	NA
AN10164	ChrVIII_A_nidulans_FGSC_A4:1549128-1551843	-	FALSE	FALSE	NA
AN10165	ChrVIII_A_nidulans_FGSC_A4:1511521-1512335	+	FALSE	FALSE	NA
AN10166	ChrVIII_A_nidulans_FGSC_A4:1512599-1514577	+	FALSE	FALSE	NA
AN10167	ChrVIII_A_nidulans_FGSC_A4:1475037-1477932	+	FALSE	FALSE	NA
AN10168	ChrVIII_A_nidulans_FGSC_A4:1113266-1114545	+	FALSE	FALSE	NA
AN10169	ChrVIII_A_nidulans_FGSC_A4:1013032-1013975	-	FALSE	FALSE	NA
AN1017	ChrVIII_A_nidulans_FGSC_A4:1787246-1789396	-	FALSE	FALSE	NA
AN10170	ChrVIII_A_nidulans_FGSC_A4:953767-955420	+	FALSE	FALSE	NA
AN10171	ChrVIII_A_nidulans_FGSC_A4:934885-937567	+	FALSE	FALSE	NA
AN10172	ChrVIII_A_nidulans_FGSC_A4:906937-908448	+	FALSE	FALSE	NA
AN10173	ChrVIII_A_nidulans_FGSC_A4:1114631-1117033	+	FALSE	FALSE	NA
AN10174	ChrVIII_A_nidulans_FGSC_A4:1011952-1012845	-	FALSE	FALSE	NA
AN10175	ChrVIII_A_nidulans_FGSC_A4:955592-956528	+	FALSE	FALSE	NA
AN10176	ChrVIII_A_nidulans_FGSC_A4:937588-938129	+	FALSE	FALSE	NA
AN10177	ChrVIII_A_nidulans_FGSC_A4:1171342-1172048	-	FALSE	FALSE	NA
AN10178	ChrVIII_A_nidulans_FGSC_A4:930108-931033	+	FALSE	FALSE	NA
AN10179	ChrVIII_A_nidulans_FGSC_A4:905341-906671	+	FALSE	FALSE	NA
AN1018	ChrVIII_A_nidulans_FGSC_A4:1783569-1786969	-	FALSE	FALSE	NA
AN10180	ChrVIII_A_nidulans_FGSC_A4:902888-904699	+	FALSE	FALSE	NA
AN10181	ChrVIII_A_nidulans_FGSC_A4:793058-796119	+	FALSE	FALSE	NA
AN10182	ChrVIII_A_nidulans_FGSC_A4:759860-761541	+	FALSE	FALSE	NA
AN10183	ChrVIII_A_nidulans_FGSC_A4:796242-797393	+	FALSE	FALSE	NA
AN10184	ChrVIII_A_nidulans_FGSC_A4:674724-677096	-	FALSE	FALSE	NA
AN10185	ChrVIII_A_nidulans_FGSC_A4:665011-666686	-	FALSE	FALSE	NA
AN10186	ChrVIII_A_nidulans_FGSC_A4:648350-650362	+	FALSE	FALSE	NA
AN10187	ChrVIII_A_nidulans_FGSC_A4:664210-664977	-	FALSE	FALSE	NA
AN10188	ChrVIII_A_nidulans_FGSC_A4:650497-652091	+	FALSE	FALSE	NA
AN10189	ChrVIII_A_nidulans_FGSC_A4:677385-678387	-	FALSE	FALSE	NA
AN1019	ChrVIII_A_nidulans_FGSC_A4:1780161-1783517	+	FALSE	FALSE	NA
AN10190	ChrVII_A_nidulans_FGSC_A4:699956-701914	-	FALSE	FALSE	NA
AN10191	ChrVII_A_nidulans_FGSC_A4:785677-791765	+	FALSE	FALSE	NA
AN10192	ChrVII_A_nidulans_FGSC_A4:860862-863616	-	TRUE	FALSE	NA
AN10193	ChrVII_A_nidulans_FGSC_A4:896234-897836	+	FALSE	FALSE	NA
AN10194	ChrVII_A_nidulans_FGSC_A4:908078-915180	-	FALSE	FALSE	NA
AN10195	ChrVII_A_nidulans_FGSC_A4:928634-932215	-	FALSE	FALSE	NA
AN10196	ChrVII_A_nidulans_FGSC_A4:939517-941273	-	FALSE	FALSE	NA
AN10197	ChrVII_A_nidulans_FGSC_A4:863758-865168	-	FALSE	FALSE	NA
AN10198	ChrVII_A_nidulans_FGSC_A4:905273-907998	-	FALSE	FALSE	NA
AN10199	ChrVII_A_nidulans_FGSC_A4:903801-905195	-	FALSE	FALSE	NA
AN1020	ChrVIII_A_nidulans_FGSC_A4:1778942-1779604	-	FALSE	FALSE	NA
AN10200	ChrVII_A_nidulans_FGSC_A4:927321-928442	-	FALSE	FALSE	NA
AN10201	ChrVII_A_nidulans_FGSC_A4:936780-939350	-	FALSE	FALSE	NA
AN10203	ChrVII_A_nidulans_FGSC_A4:698057-699465	-	FALSE	FALSE	NA
AN10204	ChrVII_A_nidulans_FGSC_A4:791782-792953	+	FALSE	FALSE	NA
AN10205	ChrVII_A_nidulans_FGSC_A4:683939-684882	+	FALSE	FALSE	NA
AN10206	ChrVII_A_nidulans_FGSC_A4:686220-687100	+	FALSE	FALSE	NA
AN10207	ChrVII_A_nidulans_FGSC_A4:898220-900975	+	FALSE	FALSE	NA
AN10208	ChrVII_A_nidulans_FGSC_A4:829740-830495	-	FALSE	FALSE	NA
AN10209	ChrVII_A_nidulans_FGSC_A4:970811-973634	+	FALSE	FALSE	NA
AN1021	ChrVIII_A_nidulans_FGSC_A4:1777102-1779047	+	FALSE	FALSE	NA
AN10210	ChrVII_A_nidulans_FGSC_A4:1019572-1021752	-	FALSE	FALSE	NA
AN10211	ChrVII_A_nidulans_FGSC_A4:969316-970601	+	FALSE	FALSE	NA
AN10212	ChrVII_A_nidulans_FGSC_A4:1021781-1023550	-	FALSE	FALSE	NA
AN10213	ChrVII_A_nidulans_FGSC_A4:1027598-1030167	+	FALSE	FALSE	NA
AN10214	ChrVII_A_nidulans_FGSC_A4:1041004-1043061	-	FALSE	FALSE	NA
AN10215	ChrVII_A_nidulans_FGSC_A4:1043137-1045428	-	FALSE	FALSE	NA
AN10216	ChrVII_A_nidulans_FGSC_A4:1158901-1162334	+	FALSE	FALSE	NA
AN10217	ChrVII_A_nidulans_FGSC_A4:1203939-1205038	+	FALSE	FALSE	NA
AN10218	ChrVII_A_nidulans_FGSC_A4:1205543-1207099	+	FALSE	FALSE	NA
AN10219	ChrVII_A_nidulans_FGSC_A4:1162547-1163410	+	FALSE	FALSE	NA
AN1022	ChrVIII_A_nidulans_FGSC_A4:1775711-1777006	-	FALSE	FALSE	NA
AN10220	ChrVII_A_nidulans_FGSC_A4:1415938-1417431	+	FALSE	FALSE	NA
AN10221	ChrVII_A_nidulans_FGSC_A4:1508965-1511087	-	FALSE	FALSE	NA
AN10222	ChrVII_A_nidulans_FGSC_A4:1523008-1524407	+	FALSE	FALSE	NA
AN10223	ChrVII_A_nidulans_FGSC_A4:1631464-1632754	+	FALSE	FALSE	NA
AN10224	ChrVII_A_nidulans_FGSC_A4:1417603-1418419	+	FALSE	FALSE	NA
AN10225	ChrVII_A_nidulans_FGSC_A4:1511105-1514693	-	FALSE	FALSE	NA
AN10226	ChrVII_A_nidulans_FGSC_A4:1521932-1522926	+	FALSE	FALSE	NA
AN10227	ChrVII_A_nidulans_FGSC_A4:1633208-1636643	+	FALSE	FALSE	NA
AN10229	ChrVII_A_nidulans_FGSC_A4:1729937-1731095	+	FALSE	FALSE	NA
AN1023	ChrVIII_A_nidulans_FGSC_A4:1773916-1775680	-	FALSE	FALSE	NA
AN10230	ChrVII_A_nidulans_FGSC_A4:1749274-1750556	+	FALSE	FALSE	NA
AN10232	ChrVII_A_nidulans_FGSC_A4:1731265-1732954	+	FALSE	FALSE	NA
AN10233	ChrVII_A_nidulans_FGSC_A4:1747283-1749005	+	FALSE	FALSE	NA
AN10234	ChrVII_A_nidulans_FGSC_A4:2027359-2028465	+	FALSE	FALSE	NA
AN10235	ChrVII_A_nidulans_FGSC_A4:2132465-2135278	+	FALSE	FALSE	NA
AN10236	ChrVII_A_nidulans_FGSC_A4:2242020-2243504	+	FALSE	FALSE	NA
AN10237	ChrVII_A_nidulans_FGSC_A4:2438295-2439525	-	FALSE	FALSE	NA
AN10238	ChrVII_A_nidulans_FGSC_A4:2028743-2029699	+	FALSE	FALSE	NA
AN10239	ChrVII_A_nidulans_FGSC_A4:2244088-2246026	+	FALSE	FALSE	NA
AN1024	ChrVIII_A_nidulans_FGSC_A4:1770749-1773981	+	FALSE	FALSE	NA
AN10240	ChrVII_A_nidulans_FGSC_A4:2246392-2248206	+	FALSE	FALSE	NA
AN10241	ChrVII_A_nidulans_FGSC_A4:2436657-2437930	-	FALSE	FALSE	NA
AN10242	ChrVII_A_nidulans_FGSC_A4:1971004-1972319	-	FALSE	FALSE	NA
AN10243	ChrVII_A_nidulans_FGSC_A4:2074612-2075865	+	FALSE	FALSE	NA
AN10247	ChrVII_A_nidulans_FGSC_A4:2135423-2138838	+	FALSE	FALSE	NA
AN10248	ChrVII_A_nidulans_FGSC_A4:2466921-2467900	+	FALSE	FALSE	NA
AN10249	ChrVII_A_nidulans_FGSC_A4:2483895-2485138	+	FALSE	FALSE	NA
AN1025	ChrVIII_A_nidulans_FGSC_A4:1762367-1766694	-	FALSE	FALSE	NA
AN10250	ChrVII_A_nidulans_FGSC_A4:2528687-2530598	+	FALSE	FALSE	NA
AN10251	ChrVII_A_nidulans_FGSC_A4:2511702-2514044	-	FALSE	FALSE	NA
