CAuris_id	blastx_summary	hasOrtholog	true_calb_ortho	ortho_source	ORF19_ID	CGD_ID	CGD_GENE_NAME
B9J08_003153	family; phosphate; pyridoxal; enzyme; yggs; racemase; alanine; proline; cotranscribed; upf	TRUE	CAL0004303	orthoMCL_blastx	orf19.2794	CAL0000185809	
B9J08_003150	repeatcontaining; repeat; complex; swd; repeatlike; histone; compass; component; penicillium; methyltransferase	TRUE	CAL0004300	orthoMCL_blastx	orf19.2790	CAL0000198527	SWD2
B9J08_003146	atp; synthase; subunit; mitochondrial; chain; penicillium; complex; atpase; ftype; htransporting	TRUE	CAL0004289	orthoMCL_blastx	orf19.2785	CAL0000180826	ATP7
B9J08_003144	royp; yjm; lachancea; fbox; roy; ymrclike; conserved; ymrc; kudriavzevii; nonscftype	TRUE	CAL0002976	orthoMCL_blastx	orf19.7149	CAL0000174806	
B9J08_003143	fusarium; finger; oxysporum; ring; partial; ligase; penicillium; ubiquitinprotein; pseudogymnoascus; pshp	TRUE	CAL0003934	orthoMCL_blastx	orf19.229	CAL0000185484	
B9J08_003142	nuclear; complex; pore; isoform; ranbp; ranbinding; ligase; sumoprotein; nupa; partial	TRUE	CAL0005996	orthoMCL_blastx	orf19.3583	CAL0000194505	
B9J08_003141	methyltransferase; nmethyltransferase; proteinlysine; sadenosyllmethioninedependent; sadenosylmethioninedependent; mettl; drosophila; see; methyltransferaselike; fusarium	TRUE	CAL0005994	orthoMCL_blastx	orf19.3582	CAL0000200297	
B9J08_003139	histonebinding; rbbp; subunit; isoform; acetyltransferase; histone; factor; assembly; msi; type	TRUE	CAL0005992	orthoMCL_blastx	orf19.3581	CAL0000187423	
B9J08_005153	ribosomal; subunit; lelike; large; yjm; rplap; penicillium; lae; cytosolic; rplbp	TRUE	CAL0000666	orthoMCL_blastx	orf19.2311	CAL0000174842	RPL82
B9J08_003135	ribosomal; biogenesis; ribosome; alphasubunit; electron; transfer; flavoprotein; utp; penicillium; partial	TRUE	CAL0003149	orthoMCL_blastx	orf19.154	CAL0000194786	
B9J08_003134	permease; transporter; gaba; amino; acid; polyamine; tpo; fusarium; metarhizium; penicillium	TRUE	CAL0003144	orthoMCL_blastx	orf19.151	CAL0000190535	TPO5
B9J08_003132	kinase; cmgcdyrkyak; yak; kinaselike; fusarium; dualspecificity; regulated; yakp; tyrosineyphosphorylation; oxysporum	TRUE	CAL0003123	orthoMCL_blastx	orf19.147	CAL0000193813	YAK1
B9J08_003131	polymerase; rna; rpb; subunit; dnadirected; polypeptide; partial; family; directed; dna	TRUE	CAL0003117	orthoMCL_blastx	orf19.145	CAL0000176099	RPB4
B9J08_003130	small; component; nuclear; ribonucleoprotein; kda; factor; elongation; containing; hydrolase; nucleoside	TRUE	CAL0003115	orthoMCL	orf19.144	CAL0000191291	SNU114
B9J08_003128	swisnf; complex; subunit; smarcc; isoform; myotis; partial; swi; smarcclike; homo	TRUE	CAL0002007	orthoMCL_blastx	orf19.4488	CAL0000196990	
B9J08_003125	farnesyl; pyrophosphate; synthase; synthetase; diphosphate; farnesyldiphosphate; penicillium; geranyltranstransferase; isoprenoid; pseudogymnoascus	TRUE	CAL0002030	orthoMCL_blastx	orf19.4491	CAL0000188232	ERG20
B9J08_003124	rrna; processing; ebp; rrnaprocessing; eukaryotic; ebpp; ebpdomaincontaining; penicillium; yjm; fusarium	TRUE	CAL0002033	orthoMCL_blastx	orf19.4492	CAL0000183510	
B9J08_003120	scwp; family; cell; scw; wall; yjm; hydrolase; glycoside; glucanase; glucosidase	TRUE	CAL0002202	orthoMCL_blastx	orf19.3893	CAL0000194867	SCW11
B9J08_003119	cytidylyltransferase; phosphatidate; penicillium; pseudogymnoascus; cdsp; colletotrichum; fusarium; vkm; trichophyton; lachancea	TRUE	CAL0003024	orthoMCL_blastx	orf19.1279	CAL0000174872	CDS1
B9J08_002653	exonuclease; morphology; defects; mitochondrial; fusarium; isoform; exop; yjm; exo; partial	TRUE	CAL0001175	orthoMCL_blastx	orf19.4392	CAL0000179448	DEM1
B9J08_002654	cicc; intermedia; proteins; conserved; guilliermondii; meyerozyma; pgug; cantedraft; tenuis; debaryomyces	TRUE	CAL0001169	orthoMCL_blastx	orf19.4390	CAL0000199054	
B9J08_003115	regulatory; cyclindependent; subunit; kinase; kinases; cks; cksdomaincontaining; partial; penicillium; pseudogymnoascus	TRUE	CAL0003060	orthoMCL_blastx	orf19.1282	CAL0000189770	CKS1
B9J08_003114	kinase; rad; phosphatidylinositol; mec; fusarium; serinethreonineprotein; mecp; yjm; uvsb; inositol	TRUE	CAL0003061	orthoMCL_blastx	orf19.1283	CAL0000200852	MEC1
B9J08_003113	domaincontaining; nvjp; yjm; penicillium; fusarium; pseudogymnoascus; partial; conserved; homeobox; colletotrichum	TRUE	CAL0003062	orthoMCL_blastx	orf19.1285	CAL0000195878	
B9J08_003104	guf; factor; mitochondrial; translation; gtpbinding; lepa; altname; fusarium; homolog; penicillium	TRUE	CAL0005338	orthoMCL_blastx	orf19.5483	CAL0000194371	
B9J08_003103	aminotransferase; phosphoserine; bacillus; cereus; phosphoserinephosphohydroxythreonine; transaminase; multispecies; thuringiensis; group; herbaspirillum	TRUE	CAL0005340	orthoMCL_blastx	orf19.5484	CAL0000185131	SER1
B9J08_003100	ysh; endoribonuclease; polyadenylation; factor; cleavage; specifity; subunit; yshp; metallohydrolaseoxidoreductase; premrna	TRUE	CAL0005344	orthoMCL_blastx	orf19.5486	CAL0000178545	
B9J08_003099	thiazole; enzyme; biosynthetic; thiamine; synthase; mitochondrial; thidomaincontaining; biosynthesis; thi; pseudogymnoascus	TRUE	CAL0003455	orthoMCL_blastx	orf19.5986	CAL0000199344	THI4
B9J08_003098	trna; methylase; rna; guanosineomethyltransferase; guaninenmethyltransferase; family; trm; fusarium; penicillium; methyltransferase	TRUE	CAL0003457	orthoMCL_blastx	orf19.5987	CAL0000185296	
B9J08_003094	helicase; rna; atpdependent; dbp; dbpp; yjm; box; penicillium; deaddomaincontaining; pseudogymnoascus	TRUE	CAL0003464	orthoMCL_blastx	orf19.5991	CAL0000186628	
B9J08_003093	complex; subunit; sigma; adaptor; clathrin; assembly; small; coat; maf; isoform	TRUE	CAL0001042	orthoMCL_blastx	orf19.1012	CAL0000177734	
B9J08_002007	atp; factor; mitochondrial; translation; lachancea; bailii; zygosaccharomyces; cicc; intermedia; bicuspidata	TRUE	CAL0004767	orthoMCL_blastx	orf19.7376	CAL0000190447	
B9J08_002008	cytokinesis; regulator; isoform; like; microtubule; spindle; associated; anaphase; elongation; ase	TRUE	CAL0004769	orthoMCL_blastx	orf19.7377	CAL0000187724	ASE1
B9J08_003090	inositol; kinase; kcs; polyphosphate; hexaphosphate; hexakisphosphate; kcsp; saicar; synthaselike; fusarium	TRUE	CAL0001024	orthoMCL_blastx	orf19.1007	CAL0000185409	KCS1
B9J08_003084	phosphoserine; phosphatase; serb; penicillium; pseudomonas; serp; colletotrichum; pseudogymnoascus; syringae; lachancea	TRUE	CAL0002335	orthoMCL_blastx	orf19.5838	CAL0000193772	SER2
B9J08_003083	aminodeoxychorismate; lyase; penicillium; aminotransferase; abzp; yjm; class; synthase; aminotransferaselike; partial	TRUE	CAL0002332	orthoMCL_blastx	orf19.5837	CAL0000189613	
B9J08_003082	ribosomal; rnaprocessing; processing; meiotic; recombination; rrp; dmc; assembly; homolog; rrpp	TRUE	CAL0002329	orthoMCL_blastx	orf19.5835	CAL0000178916	
B9J08_003079	hypoxia; upregulated; heat; shock; like; chaperone; hsp; family; lhsp; actinlike	TRUE	CAL0002323	orthoMCL_blastx	orf19.5830	CAL0000184682	LHS1
B9J08_003077	ubiquitin; degradation; fusion; ufd; ufddomaincontaining; pseudogymnoascus; ufdp; penicillium; partial; colletotrichum	TRUE	CAL0002326	orthoMCL_blastx	orf19.5833	CAL0000194981	
B9J08_003059	trna; mnma; synthase; thiouridine; trnamethylaminomethylthiouridinemethyltransferase; bacillus; lactobacillus; thiouridylase; trnaspecific; methylaminomethylthiouridylatemethyltransferase	TRUE	CAL0003878	orthoMCL_blastx	orf19.7245	CAL0000182034	
B9J08_003058	rsc; complex; subunit; chromatin; swisnf; swirmdomaincontaining; complexes; ssr; penicillium; structureremodeling	TRUE	CAL0003837	orthoMCL_blastx	orf19.7234	CAL0000189929	
B9J08_003057	cohesin; subunit; complex; nuclear; psc; irrp; yjm; stag; fusarium; pseudogymnoascus	TRUE	CAL0003835	orthoMCL_blastx	orf19.7232	CAL0000190837	IRR1
B9J08_003055	factor; initiation; translation; subunit; eukaryotic; rnabinding; eif; penicillium; eifg; colletotrichum	TRUE	CAL0003839	orthoMCL_blastx	orf19.7236	CAL0000193017	TIF35
B9J08_001686	ribosomal; isoform; penicillium; partial; subunit; pseudogymnoascus; lachancea; schizosaccharomyces; colletotrichum; isoformlike	TRUE	CAL0004156	orthoMCL_blastx	orf19.3354	CAL0000191446	RPS42
B9J08_003582	ribosomal; isoform; penicillium; subunit; partial; pseudogymnoascus; lachancea; schizosaccharomyces; colletotrichum; isoformlike	TRUE	CAL0004156	orthoMCL_blastx	orf19.3354	CAL0000191446	RPS42
B9J08_003050	deformation; elongation; nuclear; smp; lipin; fusarium; lnsdomaincontaining; penicillium; phosphatidate; partial	TRUE	CAL0004653	orthoMCL_blastx	orf19.1462	CAL0000195424	SMP2
B9J08_003041	dehydrogenase; pyruvate; component; complex; dihydrolipoamide; acetyltransferase; mitochondrial; hybrid; single; pdxp	TRUE	CAL0001615	orthoMCL_blastx	orf19.5021	CAL0000179519	PDX1
B9J08_003040	transporter; ion; metal; smf; manganese; smfp; nramp; family; macrophage; natural	TRUE	CAL0001616	orthoMCL_blastx	orf19.5022	CAL0000199301	
B9J08_003035	ribosomal; rnaprocessing; rrppdomaincontaining; rrpp; duf; rrp; processing; yjm; penicillium; pseudogymnoascus	TRUE	CAL0000267	orthoMCL_blastx	orf19.563	CAL0000177236	RRP15
B9J08_003034	kinesin; kinesinlike; klpa; motor; family; kinesindomaincontaining; member; karp; penicillium; fusarium	TRUE	CAL0000270	orthoMCL_blastx	orf19.564	CAL0000174788	KAR3
B9J08_003031	pescadillo; nopp; ribosome; biogenesis; penicillium; homolog; yjm; pescadillofamily; pseudogymnoascus; colletotrichum	TRUE	CAL0004971	orthoMCL_blastx	orf19.4093	CAL0000200824	PES1
B9J08_003026	reductase; deltasterol; laminb; receptor; biosynthesis; ergosterol; ergerg; sterol; isoform; erg	TRUE	CAL0005685	orthoMCL_blastx	orf19.1598	CAL0000185086	ERG24
B9J08_003023	ribosomal; subunit; penicillium; large; pseudogymnoascus; colletotrichum; partial; var; trichophyton; lachancea	TRUE	CAL0006304	orthoMCL_blastx	orf19.1601	CAL0000201023	RPL3
B9J08_003021	nucleolar; small; rnaassociated; repeatlike; homolog; subunit; complex; utp; ribonucleoprotein; utpp	TRUE	CAL0000290	orthoMCL_blastx	orf19.3609	CAL0000175436	UTP15
B9J08_003019	lipase; patatinlike; phospholipase; triacylglycerol; serine; hydrolase; fusarium; tag; acyl; hydrolaselysophospholipase	TRUE	CAL0003862	orthoMCL_blastx	orf19.4699	CAL0000175330	
B9J08_002408	dehydrogenase; nadph; oyep; oxidase; oxidoreductasenadh; nadhflavin; oxidoreductase; enzyme; yellow; yjm	TRUE	CAL0004987	orthoMCL_blastx	orf19.3442	CAL0000196564	
B9J08_002413	dehydrogenase; nadph; oyep; enzyme; yellow; oxidase; oye; oxidoreductasenadh; yjm; oxidoreductase	TRUE	CAL0004957	orthoMCL_blastx	orf19.3433	CAL0000179903	OYE23
B9J08_001570	dioxygenase; alphaketoglutaratedependent; taurine; sulfonate; catabolism; penicillium; jlpp; tauddomaincontaining; family; yjm	TRUE	CAL0002074	orthoMCL_blastx	orf19.1167	CAL0000196426	
B9J08_001571	dioxygenase; alphaketoglutaratedependent; taurine; sulfonate; catabolism; penicillium; jlpp; tauddomaincontaining; family; yjm	TRUE	CAL0002074	orthoMCL_blastx	orf19.1167	CAL0000196426	
B9J08_003013	dna; helicase; repair; rad; ercc; excision; complex; tfiih; fusarium; penicillium	TRUE	CAL0005155	orthoMCL_blastx	orf19.2857	CAL0000180210	
B9J08_003008	ccrnot; complex; subunit; transcription; cdcp; yjm; not; notdomaincontaining; regulator; component	TRUE	CAL0001252	orthoMCL_blastx	orf19.1084	CAL0000177338	CDC39
B9J08_003001	exocyst; complex; component; sec; secp; yjm; partial; seca; colletotrichum; subunit	TRUE	CAL0000657	orthoMCL_blastx	orf19.74	CAL0000184879	SEC5
B9J08_003000	dnabinding; reb; yjm; myblike; rebp; factor; nsip; partial; fusarium; pseudogymnoascus	TRUE	CAL0001395	orthoMCL_blastx	orf19.5722	CAL0000184035	
B9J08_002998	heat; repeat; laap; yjm; penicillium; fusarium; colletotrichum; pseudogymnoascus; repeatcontaining; interactor	TRUE	CAL0003321	orthoMCL_blastx	orf19.3247	CAL0000188519	
B9J08_002996	snf; body; charged; multivesicular; family; degradation; doaindependent; snfdomaincontaining; class; sorting	TRUE	CAL0003689	orthoMCL_blastx	orf19.945	CAL0000182454	VPS2
B9J08_002995	kinase; adenylylsulfate; penicillium; pseudogymnoascus; adenosinephosphosulfate; phosphotransferase; adenylsulfate; vkm; colletotrichum; var	TRUE	CAL0003690	orthoMCL_blastx	orf19.946	CAL0000184105	MET14
B9J08_002994	synthase; phosphoribosylaminoimidazolesuccinocarboxamide; synthetase; saicar; penicillium; desulfovibrio; pseudogymnoascus; colletotrichum; adep; probable	TRUE	CAL0005704	orthoMCL_blastx	orf19.7484	CAL0000196632	ADE1
B9J08_002993	kinase; gspecific; nima; kinaselike; nek; partial; nim; nimalike; penicillium; pseudogymnoascus	TRUE	CAL0004280	orthoMCL_blastx	orf19.5325	CAL0000189018	KIN3
B9J08_002989	mitochondrial; mitochondrion; complex; mic; subunit; crista; junctions; formation; membrane; inner	TRUE	CAL0001186	orthoMCL_blastx	orf19.4396	CAL0000200955	
B9J08_001356	conserved; partial; cyberlindnera; pea; polarized; cicc; intermedia; bicuspidata; debaryomyces; farinosa	TRUE	CAL0001655	orthoMCL_blastx	orf19.1835	CAL0000192711	PEA2
B9J08_001357	paracoccidioides; brasiliensis; complex; nuclear; pore; subunit; conserved; dsm; penicillium; cicc	TRUE	CAL0001654	orthoMCL_blastx	orf19.1834	CAL0000200457	
B9J08_002987	actin; cortical; patch; component; repeatcontaining; repeatlike; aipp; fusarium; domain; domaincontaining	TRUE	CAL0001184	orthoMCL_blastx	orf19.4395	CAL0000188252	
B9J08_002983	gtpase; mitochondrial; ribosomeassociated; containing; hydrolase; nucleoside; ploop; triphosphate; penicillium; isoform	TRUE	CAL0000811	orthoMCL_blastx	orf19.2384	CAL0000191474	MTG1
B9J08_002982	kti; homolog; associated; chromatin; elongator; complex; isoform; rna; polymerase; subunit	TRUE	CAL0000813	orthoMCL_blastx	orf19.2385	CAL0000192073	KTI12
B9J08_002981	small; nucleolar; rnaassociated; probable; processome; utp; smallsubunit; partial; snornpassociated; pseudogymnoascus	TRUE	CAL0000815	orthoMCL_blastx	orf19.2386	CAL0000180806	
B9J08_002978	finger; chc; penicillium; fusarium; pseudogymnoascus; zfchcdomaincontaining; zinc; colletotrichum; vkm; partial	TRUE	CAL0000832	orthoMCL_blastx	orf19.2391	CAL0000193803	
B9J08_002977	kinase; meiosis; cmgcrckmak; induction; mak; ime; kinaselike; serinethreonineprotein; imep; pit	TRUE	CAL0000840	orthoMCL_blastx	orf19.2395	CAL0000192224	IME2
B9J08_002969	gtpbinding; ypt; rasrelated; raba; rab; gtpase; isoform; rasdomaincontaining; family; ras	TRUE	CAL0003771	orthoMCL_blastx	orf19.7216	CAL0000201225	YPT52
B9J08_002966	nucleolar; small; rnaassociated; utpp; yjm; penicillium; component; repeatcontaining; heat; processome	TRUE	CAL0003770	orthoMCL_blastx	orf19.7215	CAL0000180258	
B9J08_002955	vacuolar; sortingassociated; isoform; partial; vpsp; like; vps; yjm; drosophila; sinensis	TRUE	CAL0005872	orthoMCL_blastx	orf19.6875	CAL0000185637	VPS35
B9J08_002953	autophagyrelated; atg; autophagy; atgp; regulatory; fusarium; yjm; penicillium; terminal; domaincontaining	TRUE	CAL0005597	orthoMCL_blastx	orf19.4119	CAL0000178327	SPO72
B9J08_001277	synthase; isopropylmalate; leup; yjm; penicillium; pseudogymnoascus; alphaisopropylmalate; fusarium; colletotrichum; leu	TRUE	CAL0005218	orthoMCL_blastx	orf19.6086	CAL0000186267	LEU4
B9J08_002948	mitochondrial; distribution; morphology; mdm; component; inheritance; mdmp; penicillium; fullmitochondrial; fusarium	TRUE	CAL0003245	orthoMCL_blastx	orf19.184	CAL0000180412	MDM10
B9J08_002947	mrpp; mitochondrial; ribosomal; yjm; mrp; lachancea; zygosaccharomyces; his; region; hanseniaspora	TRUE	CAL0003248	orthoMCL_blastx	orf19.185	CAL0000183512	
B9J08_002945	kinase; serinethreonineprotein; pkinasedomaincontaining; stesteysk; kicp; partial; yjm; kic; drosophila; cryptococcus	TRUE	CAL0003268	orthoMCL	orf19.191	CAL0000180380	KIC1
B9J08_002944	dehydratase; imidazoleglycerolphosphate; partial; igpddomaincontaining; eubayanus; penicillium; colletotrichum; pseudogymnoascus; hisp; probable	TRUE	CAL0003242	orthoMCL_blastx	orf19.183	CAL0000187142	HIS3
B9J08_002942	transporter; amino; acid; vacuolar; transmembrane; fusarium; penicillium; vesicular; pseudogymnoascus; family	TRUE	CAL0002799	orthoMCL_blastx	orf19.7100	CAL0000174737	
B9J08_002940	kinase; camk; kinaselike; serinethreonineprotein; prr; penicillium; prrp; partial; yjm; pseudogymnoascus	TRUE	CAL0001018	orthoMCL_blastx	orf19.4347	CAL0000182798	
B9J08_002936	set; domaincontaining; ribosomal; domain; lysine; rms; fusarium; penicillium; methyltransferase; pseudogymnoascus	TRUE	CAL0003473	orthoMCL_blastx	orf19.2654	CAL0000193221	RMS1
B9J08_002929	factor; associated; topoisomerase; complex; subunit; tofp; fork; replication; protection; yjm	TRUE	CAL0005675	orthoMCL_blastx	orf19.4136	CAL0000201417	YBL053
B9J08_002928	acid; amino; transporter; transmembrane; vacuolar; family; avtp; penicillium; fusarium; yjm	TRUE	CAL0005710	orthoMCL_blastx	orf19.4142	CAL0000186403	
B9J08_002920	glutaredoxin; domain; monothiol; grxp; domaincontaining; penicillium; yjm; partial; glutaredoxinc; thioredoxinlike	TRUE	CAL0005739	orthoMCL_blastx	orf19.4150	CAL0000192543	
B9J08_001227	dehydrogenase; glyceraldehydephosphate; cytosolic; glyceraldehyde; cytosoliclike; phosphate; tdhp; yjm; brassica; var	TRUE	CAL0005657	orthoMCL	orf19.6814	CAL0000197744	TDH3
B9J08_003306	dehydrogenase; glyceraldehydephosphate; cytosolic; glyceraldehyde; phosphate; tdhp; cytosoliclike; type; yjm; tdh	TRUE	CAL0005657	orthoMCL	orf19.6814	CAL0000197744	TDH3
B9J08_002914	fad; synthetase; synthase; adenine; synthaselike; isoform; phosphoadenosine; phosphosulfate; alpha; hydrolaseslike	TRUE	CAL0004396	orthoMCL_blastx	orf19.4723	CAL0000193566	FAD1
B9J08_002913	factor; splicing; subunit; drosophila; trichinella; sap; like; partial; penicillium; colletotrichum	TRUE	CAL0004398	orthoMCL_blastx	orf19.4724	CAL0000185007	
B9J08_002912	transcription; cdc; control; start; factor; swi; colletotrichum; fusarium; apsesdomaincontaining; apses	TRUE	CAL0004400	orthoMCL_blastx	orf19.4725	CAL0000183437	SWI6
B9J08_002911	calcium; sensor; ncs; calciumbinding; neuronal; efhand; penicillium; kinase; partial; phosphatidylinositoloh	TRUE	CAL0004401	orthoMCL_blastx	orf19.4726	CAL0000194595	
B9J08_002910	succinate; dehydrogenase; assembly; factor; mitochondrial; isoform; dufdomaincontaining; penicillium; partial; repeat	TRUE	CAL0004404	orthoMCL_blastx	orf19.4727	CAL0000186694	
B9J08_002907	ribosomal; processing; rna; homolog; partial; nucleolar; like; isoform; rnaprocessing; trichinella	TRUE	CAL0005705	orthoMCL_blastx	orf19.6828	CAL0000174798	
B9J08_002894	actinlike; arp; actinrelated; actin; family; penicillium; fusarium; arpp; colletotrichum; pseudogymnoascus	TRUE	CAL0006200	orthoMCL_blastx	orf19.4904	CAL0000174064	
B9J08_002893	nacetylglucosaminylphosphatidylinositol; denacetylase; deacetylase; isoform; phosphatidylinositol; lmbelike; penicillium; nacetylglucosaminyl; glycan; colletotrichum	TRUE	CAL0006198	orthoMCL_blastx	orf19.4903	CAL0000183720	
B9J08_002890	endonuclease; dna; iii; iiilike; glycosylase; repair; ntg; isoform; homolog; partial	TRUE	CAL0001822	orthoMCL_blastx	orf19.5098	CAL0000179989	NTG1
B9J08_002885	dihydroorotase; homodimeric; type; penicillium; pseudogymnoascus; urap; var; vkm; ura; probable	TRUE	CAL0002674	orthoMCL_blastx	orf19.1977	CAL0000193314	URA4
B9J08_000541	penicillium; complex; ada; component; hat; ahcp; colletotrichum; conserved; fusarium; yjm	TRUE	CAL0000258	orthoMCL_blastx	orf19.7598	CAL0000190603	
B9J08_000542	phosphatase; tyrosineprotein; type; nonreceptor; isoform; partial; tyrosine; like; receptortype; comes	TRUE	CAL0000818	orthoMCL_blastx	orf19.7610	CAL0000198260	PTP3
B9J08_002881	factor; subunit; transcription; ccaatbinding; nuclear; hap; complex; transcriptional; activator; histonefoldcontaining	TRUE	CAL0002670	orthoMCL	orf19.1973	CAL0000182721	HAP5
B9J08_002877	nump; yjm; partial; migration; nuclear; anucleate; primary; sterigmata; num; lachancea	TRUE	CAL0004372	orthoMCL_blastx	orf19.4715	CAL0000176106	
B9J08_002875	dna; repair; rev; revp; yjm; mus; damage; penicillium; polymerase; deoxycytidyl	TRUE	CAL0001748	orthoMCL_blastx	orf19.4412	CAL0000195725	
B9J08_002874	betamannosyltransferase; chitobiosyldiphosphodolichol; family; glycosyltransferase; algp; isoform; penicillium; fusarium; mannosyltransferase; betamannosyltransferaselike	TRUE	CAL0001745	orthoMCL_blastx	orf19.4410	CAL0000174251	ALG1
B9J08_002870	cytidylyltransferase; ethanolaminephosphate; phosphoethanolamine; isoform; fusarium; penicillium; transferase; nucleotidylyl; pseudogymnoascus; colletotrichum	TRUE	CAL0005270	orthoMCL_blastx	orf19.2107	CAL0000174160	MUQ1
B9J08_002868	ligase; ubiquitinprotein; rnf; isoform; partial; ittp; rnflike; yjm; finger; rwddomaincontaining	TRUE	CAL0003348	orthoMCL_blastx	orf19.5942	CAL0000185323	
B9J08_002867	amidase; nterminal; hydrolase; carbonnitrogen; ntap; pseudogymnoascus; yjm; asparagine; fusarium; family	TRUE	CAL0002774	orthoMCL_blastx	orf19.850	CAL0000195573	
B9J08_002865	repeat; regulator; vatpase; membrane; vacuolar; ravp; fusarium; penicillium; pseudogymnoascus; domaincontaining	TRUE	CAL0004435	orthoMCL_blastx	orf19.5395	CAL0000177746	
B9J08_002861	factor; rse; premrnasplicing; splicing; subunit; fusarium; penicillium; like; mrna; colletotrichum	TRUE	CAL0004426	orthoMCL_blastx	orf19.5391	CAL0000182953	
B9J08_002859	swd; component; complex; compass; domaincontaining; set; repeatlike; domain; penicillium; repeat	TRUE	CAL0004413	orthoMCL_blastx	orf19.5388	CAL0000179517	SWD1
B9J08_000321	transporter; sugar; mfs; myoinositol; symporter; penicillium; colletotrichum; porter; pseudogymnoascus; hexose	TRUE	CAL0005265	orthoMCL_blastx	orf19.5447	CAL0000199303	HGT19
B9J08_005025	transporter; sugar; mfs; myoinositol; symporter; penicillium; colletotrichum; pseudogymnoascus; porter; fusarium	TRUE	CAL0005265	orthoMCL_blastx	orf19.5447	CAL0000199303	HGT19
B9J08_002852	reductase; deltasterol; sterol; biosynthesis; ergosterol; ergerg; penicillium; pseudogymnoascus; fusarium; trichophyton	TRUE	CAL0004388	orthoMCL_blastx	orf19.5379	CAL0000199354	ERG4
B9J08_002851	proteasome; subunit; alpha; type; typelike; nucleophile; aminohydrolase; isoform; nterminal; penicillium	TRUE	CAL0004386	orthoMCL_blastx	orf19.5378	CAL0000198208	SCL1
B9J08_002850	histone; deacetylase; hos; phd; penicillium; drosophila; isoform; hosp; like; hosa	TRUE	CAL0004384	orthoMCL_blastx	orf19.5377	CAL0000178362	HOS2
B9J08_002847	peroxisomal; hydratasedehydrogenaseepimerase; multifunctional; betaoxidation; dehydrogenase; penicillium; nadpbinding; enzyme; pseudogymnoascus; chain	TRUE	CAL0003065	orthoMCL_blastx	orf19.1288	CAL0000176075	FOX2
B9J08_002845	ligase; dna; atpdependent; cdcp; cdc; penicillium; yjm; dnl; pseudogymnoascus; cryptococcus	TRUE	CAL0006047	orthoMCL_blastx	orf19.6155	CAL0000199743	
B9J08_002844	subunit; arp; complex; chromatin; remodeling; actinlike; actin; fusarium; swisnf; rsc	TRUE	CAL0002366	orthoMCL_blastx	orf19.2507	CAL0000196900	ARP9
B9J08_002839	acid; cotransporter; sodiumbile; bile; sodium; family; transporter; symporter; penicillium; fusarium	TRUE	CAL0000690	orthoMCL_blastx	orf19.5663	CAL0000187136	RCH1
B9J08_002836	transporter; ion; metal; family; cora; resistance; coradomaincontaining; magnesium; manganese; mnr	TRUE	CAL0000696	orthoMCL_blastx	orf19.5667	CAL0000200038	MNR2
B9J08_002832	repair; dna; rad; recombination; ercc; excision; rhprad; radp; yjm; rhp	TRUE	CAL0000882	orthoMCL_blastx	orf19.607	CAL0000189079	
B9J08_002828	exosome; rrp; complex; component; isoform; subunit; ribosomal; domain; partial; rrplike	TRUE	CAL0000678	orthoMCL_blastx	orf19.81	CAL0000179859	
B9J08_004474	transporter; siderophore; iron; general; substrate; mfs; facilitator; major; siderophoreiron; cryptococcus	TRUE	CAL0005420	blastx	orf19.2179	CAL0000196424	SIT1
B9J08_004475	transporter; siderophore; iron; general; substrate; mfs; siderophoreiron; str; cryptococcus; facilitator	TRUE	CAL0005420	blastx	orf19.2179	CAL0000196424	SIT1
B9J08_002827	prp; nuclear; small; ribonucleoprotein; factor; splicing; premrna; domaincontaining; premrnaprocessing; nop	TRUE	CAL0003106	orthoMCL_blastx	orf19.1296	CAL0000177683	
B9J08_002826	synthetase; valyltrna; ligase; valinetrna; mitochondrial; vasp; fusarium; penicillium; pseudogymnoascus; probable	TRUE	CAL0003105	orthoMCL_blastx	orf19.1295	CAL0000181624	VAS1
B9J08_002822	isomerase; methylthioribosephosphate; factor; initiation; isoform; smethylthioribosephosphate; translation; penicillium; fusarium; altname	TRUE	CAL0004323	orthoMCL_blastx	orf19.2008	CAL0000191452	
B9J08_002821	peroxisome; assembly; biosynthesis; pex; peroxin; pexp; penicillium; amino; terminal; pasperoxin	TRUE	CAL0004324	orthoMCL_blastx	orf19.2009	CAL0000185265	PEX12
B9J08_002818	kinase; regulatory; campdependent; subunit; regulator; penicillium; cyclic; microsporus; rhizopus; colletotrichum	TRUE	CAL0004334	orthoMCL_blastx	orf19.2014	CAL0000190895	BCY1
B9J08_002817	ergosterol; biosynthetic; erg; probable; erglike; biosynthesis; penicillium; domaincontaining; transmembrane; like	TRUE	CAL0004337	orthoMCL_blastx	orf19.2016	CAL0000184284	ERG28
B9J08_002816	carrier; mitochondrial; ymc; carnitineacylcarnitine; family; solute; transporter; member; lachancea; ymcp	TRUE	CAL0001851	orthoMCL_blastx	orf19.4447	CAL0000175477	YMC1
B9J08_002806	atp; inner; membrane; protease; mitochondrial; metalloprotease; peptidase; penicillium; family; atpp	TRUE	CAL0006273	orthoMCL_blastx	orf19.2249	CAL0000186668	
B9J08_002804	duf; dufdomaincontaining; domain; penicillium; conserved; membrane; domaincontaining; endoplasmic; reticulum; upf	TRUE	CAL0006296	orthoMCL_blastx	orf19.2257	CAL0000191478	
